cat,label,review,sentiment,category,summary
热水器,0,厨宝还好吧  但那赠品送了也跟没送差不多,中性,服务,赠品实际价值低
衣服,1,这款裤子不错，平时我出入各种场合都喜欢穿你们店里这款裤这款裤子不错，平时我出入各种场合都喜欢穿你们店里这款裤子，穿着舒服面料也好子，穿着舒服面料也好,正面,质量,裤子舒适面料好
洗发水,1,常用这个牌子，不错。价格实在，东西多，下次还来。。。。。。。,正面,综合,品牌不错价格实在
计算机,0,我购买了 ACER 4935G 的 都是LED屏幕，质量明显不是一个档次。这个4736Z的屏幕似乎是一样的，但是仔细看效果差很多，我都怀疑是雪花屏了。,负面,质量,屏幕效果差疑似雪花屏
书籍,1,这是买的第二本，都是送给好朋友的~~~~,正面,综合,第二本送给好朋友
衣服,1,洗过之后没有掉色，也不会起球，质量不错，下次还来哈哈！,正面,质量,洗后不掉色不起球
手机,0,1，不支持CF卡和设备，无法扩充CF卡GPS等设备2，屏幕在这个档次的机器中比较小，色彩一般3，摄像头效果很差4，抗震能力很差，摔的时候，很容易丢失SD卡，同时侧面的放笔槽，很容易变形，笔就放不进去了5，不带无线网卡，兰牙也不支持无线网络6，标配软件不够丰富，许多常用软件需要自己安装7，内存释放功能不好，经常需要重新启动8，价格昂贵,负面,综合,功能缺失多且质量差
水果,0,第一次买 一点都不新鲜 其中一个都已经裂开了 有些烂了 差评,负面,质量,商品不新鲜已裂开
衣服,1,裤子质量不错，穿着也挺舒服，下次还会再来的,正面,质量,裤子质量好穿着舒服
平板,0,一点都不满意 刚满10天 从40公分高的床掉下来手机屏幕都破了。这个型号的太水货了。下次不买这种手机了,负面,质量,手机从床摔坏屏幕
洗发水,1,清扬(CLEAR)男士洗发露 活力运动薄荷型(去屑+清爽)500ml(洗发水)价格比超市实在。,正面,价格,价格比超市实在
衣服,1,黄渤:“班尼路，牌子!”哈哈哈哈，很好很满意，咱这身材差没肌肉块子，就别买那种修身版型的衣服。不是毛头小伙子，就不再买带图案的衣服了。就这种很合适，价格也不贵。,正面,综合,版型合适价格实惠很满意
蒙牛,1,多喝点蒙牛，啥事都不怕了,正面,综合,多喝蒙牛更不怕
平板,1,物流很快，挺好的，大小刚好。手感也不错,正面,物流,物流快，手感好
计算机,1,性能搭配还很好，速度还可以，使用很方便 第二、无法更换XP系统，更换后老是启动不了，而且官方提供的驱动也不全，有很多硬件无法识别，没有办法还得更换喂死他。内存一开机就占用50%，cpu老是能够使用到60%左右。,负面,质量,系统难换驱动不全
水果,0,简直是垃圾，就是苹果园地方捡的都比这个好,负面,质量,质量差不如苹果园捡的
洗发水,1,包装很严实，快递小哥的服务态度不得不给满分，日期新鲜，应该是正品哦,正面,服务,包装严实服务满分
酒店,0,房间地毯超级脏、竟然有指甲！电话还是坏的,负面,质量,地毯脏有指甲电话坏
计算机,0,2.现在为什么订单要等货物审核才可以支付，我要老等的。我就直接网上支付不行的。 3.电话服务老让人等的，请增加服务人数,负面,服务,支付审核慢服务差
水果,1,苹果味道好，目前吃了两颗，味道不错，上次买了一次佳农的，四五个黑心的，太坑人了！,正面,质量,苹果味道好但上次买黑心
酒店,1,"我订的是318元的,但我觉得240元的风格更好一些,有一张可以半卧的沙发.建议大家订普通间!",负面,价格,建议订普通间更划算
酒店,0,就是离机场近，没有其他优势！,负面,综合,离机场近无其他优势
平板,1,样子挺好，就是看电视有点卡，不知道怎么回事，其他手机平板看都不会,负面,质量,电视卡顿不知原因
衣服,1,裤子收到了 好好啊 老公非常喜欢 大小正合适 还会继续关注的,正面,综合,裤子质量好评老公喜欢
水果,0,非常不好的一次购物。失望。再也不会在京东上买水果了。和水果超市同样的价钱 但是个小 烂的烂 青的青。如果有时间还是要去超市自己购买。很不值。不新鲜 味道一般般。如果对生活品质有要求，还是不建议购买的。,负面,质量,水果烂且小不值
洗发水,1,买了两套，划算。还送了一瓶精油,正面,价格,买两套划算还送精油
书籍,1,不过，对于一些阴谋论调，将信将疑，网上一搜，大家议论纷纷，我想写的最详尽的当属天涯的这篇了吧http://cache.tianya.cn/publicforum/content/develop/1/140524.shtml学术争鸣是好事，不过回头想想，这本书的确有点小说版的正史,中性,综合,评价书籍内容像小说版正史
蒙牛,1,崭新的一天又开始了，其实，生活是挺美好的，自己一个人也可以过得很快乐，这一切只源于我的知足常乐。不攀比，不嫉妒，不在乎的心态得继续保持下去，我要做个永远都快乐的人儿早上，先喂饱自己，蒙牛真果粒牛奶+遂溪地道猪肠粉，美味又健康全世界，早安！,正面,综合,知足常乐独自生活快乐
平板,1,用着还可以，黑边看着看着就习惯了,正面,质量,黑边使用习惯化
计算机,0,系统好装，驱动难找，性价比不错 谁找全驱动的共享下QQ6930454,正面,综合,系统好装驱动难找
平板,0,垃圾别买 如果要买先来瓶后悔药??,负面,质量,商品质量极差
平板,0,掉价太厉害了，30天保价写的都是放屁的，客服他MD差劲,负面,价格,保价失效客服差劲
手机,1,1、作为一台两千元级别的彩屏机，能拥有11万像素八倍数字变焦功能的数码摄像头，相信这已经是很了不起的事情了。 2、内置海量1000条的电话本记录，和强大的多国汇率换算功能，强大的商务功能表现的淋漓尽致。支持红外线及专用USB等等外接功能和可玩性颇高的游戏.,正面,综合,功能强大，表现优异
衣服,0,退货退货，没办法，这衣服太皱了,负面,质量,衣服太皱了无法退货
衣服,1,裤子质量好，没有色差。尺码也标准！做工很棒！    只是从广州到东莞用时稍微久了点，?,正面,质量,裤子质量好无色差
平板,0,手机设计很垃圾，音量键在中间，经常误按。流量信号很不好。经常断。我之前的三星不会这样。相同的环境。别说我路由器的问题。大家不要买。,负面,质量,手机设计差信号差勿买
洗发水,1,信赖大品牌，个人觉得那些无硅油洗发水效果也一般，比较信赖沙宣。毕竟是老品牌了。送了几只小瓶装，外出旅游很好用。开心开心,正面,综合,信赖沙宣洗发水品牌
酒店,1,环境交通都不错，房间也可以，下次还会再来,正面,综合,环境交通房间都好
衣服,0,差评，售后态度太差了，问了几百次退货运费的事，都是稍等，不靠谱。,负面,服务,售后态度差，运费问题不靠谱
计算机,0,"预装的是Linux,不是xp，给客服打电话说不能换操作系统，要不就不保修了，哪有这样的道理，没有光驱还得买外接光驱，不方便",负面,服务,系统不符且换系统不保修
洗发水,0,价格根本不便宜！秒杀是骗人的！,负面,价格,价格贵秒杀骗人
水果,0,这是火龙果吗？还能吃吗？几十块钱买俩火龙果就这样的啊？当顾客傻吗这是？？？还京东买的，这样的东西还能拿出来卖吗？大家看好了，以后别再上当了。,负面,质量,火龙果质量差不值钱
书籍,1,"这本书需要慢慢地细细地体味,最好每读完一章后把自己碰到问题也和书中女主角一样设身处地地去感受一下并照着书中的方法去尝试改变.慢慢地你会发觉真的有作用.书中让我感受最受益的就是:臣服. 人之所以会受苦的最大原因就是抗拒事实.事实本身是中立的,而我们的情绪是对事实的反应和自己对事实所?编造?的解释.现在生活中碰到让我有负面情绪的事.只要想到去臣服事实,忧郁的心情顿时能轻松起来!值得大家一读!",正面,综合,书中方法让人轻松，值得阅读
平板,1,给公司买的方案，不错，挺好用,正面,综合,公司采购方案好用
平板,0,就这样发过来了 连个气泡袋都不给个 要不是快递小哥服务态度好老子真想拒收,负面,服务,无包装且态度差
热水器,1,不错~还没用~等搬到新房子试试~这里给好评~,正面,综合,等待试用后给好评
酒店,1,"服务很好,房间质量太差,差点被蚊子给吃了..唉..不过服务员的服务真的很好,能和五星级的相比..",正面,服务,服务很好但房间质量差
水果,1,"苹果质量还行,嗯，里面十二个，有四五个是小的,味道还行烦，毕竟一分钱一分货嘛。",正面,质量,苹果质量还行味道不错
衣服,0,差评 错码 衣服一股味而且太大,负面,质量,衣服有异味且尺码偏大
酒店,0,不大喜欢点评，但是这次花时间精力，我也要给其他人一个客观反馈。1、卫生很差，一个床上的被单上有头发，一个掀开被子有头发 2、设施陈旧，比如，花洒布满铜绿，凳子上污迹斑斑 3、很吵闹，一夜都有飞机声音 4、并没有携程所说的礼包 5、恰好遇到有老外入住同一层，可能是酒店隔音不好，加上他们素质不高，晚上跟开聚会一样嘻嘻哈哈，好几次迷迷糊糊快睡着又被吵醒。 优点：接送机不错，前台态度不错，旁边有便利店,负面,综合,卫生差设施旧噪音大服务一般
平板,0,一般般而且宣传有虚假信息，不建议购买。,负面,综合,宣传虚假不建议买
平板,1,东西好，价格便宜，物流很快,正面,综合,物美价廉物流快
衣服,1,这次网购的裤子特别满意，穿起来要比想象中帅气，特别好看，而且裤子质量也特别好，弹性也挺大的，手感很好，穿上去也特别舒服。以后买裤子还选这家的，真是太棒了。,正面,质量,裤子帅气好看质量好
